stock,date,price,approved
AAPL,10-07-2013,60.1042,False
AAPL,11-07-2013,61.0411,False
AAPL,12-07-2013,60.9299,False
AAPL,15-07-2013,61.0628,False
AAPL,16-07-2013,61.4564,False
AAPL,17-07-2013,61.4728,False
AAPL,18-07-2013,61.6797,False
AAPL,19-07-2013,60.7071,False
AAPL,22-07-2013,60.9014,False
AAPL,23-07-2013,59.8557,False
AAPL,24-07-2013,62.9299,False
AAPL,25-07-2013,62.6428,False
AAPL,26-07-2013,62.9985,False
AAPL,29-07-2013,63.9699,False
AAPL,30-07-2013,64.7599,False
AAPL,31-07-2013,64.6471,False
AAPL,01-08-2013,65.2394,False
AAPL,02-08-2013,66.0771,False
AAPL,05-08-2013,67.0642,False
AAPL,06-08-2013,66.4642,False
AAPL,07-08-2013,66.4256,False
AAPL,08-08-2013,65.8585,False
AAPL,09-08-2013,64.9214,False
AAPL,12-08-2013,66.7656,False
AAPL,13-08-2013,69.9385,False
AAPL,14-08-2013,71.2142,True
AAPL,15-08-2013,71.1299,True
AAPL,16-08-2013,71.7614,True
AAPL,19-08-2013,72.5342,True
AAPL,20-08-2013,71.5814,True
AAPL,21-08-2013,71.7656,True
AAPL,22-08-2013,71.8514,True
AAPL,23-08-2013,71.5742,True
AAPL,26-08-2013,71.8528,True
AAPL,27-08-2013,69.7985,False
AAPL,28-08-2013,70.1279,True
AAPL,29-08-2013,70.2428,True
AAPL,30-08-2013,69.6022,False
AAPL,03-09-2013,69.7971,False
AAPL,04-09-2013,71.2415,True
AAPL,05-09-2013,70.7528,True
AAPL,06-09-2013,71.1742,True
AAPL,09-09-2013,72.3099,True
AAPL,10-09-2013,70.6628,True
AAPL,11-09-2013,66.8156,False
AAPL,12-09-2013,67.5271,False
AAPL,13-09-2013,66.4142,False
AAPL,16-09-2013,64.3028,False
AAPL,17-09-2013,65.0456,False
AAPL,18-09-2013,66.3828,False
AAPL,19-09-2013,67.4714,False
AAPL,20-09-2013,66.7728,False
AAPL,23-09-2013,70.0914,True
AAPL,24-09-2013,69.8714,False
AAPL,25-09-2013,68.7899,False
AAPL,26-09-2013,69.4599,False
AAPL,27-09-2013,68.9642,False
AAPL,30-09-2013,68.1071,False
AAPL,01-10-2013,69.7085,False
AAPL,02-10-2013,69.9371,False
AAPL,03-10-2013,69.0585,False
AAPL,04-10-2013,69.0042,False
AAPL,07-10-2013,69.6785,False
AAPL,08-10-2013,68.7056,False
AAPL,09-10-2013,69.5125,False
AAPL,10-10-2013,69.9482,False
AAPL,11-10-2013,70.4016,True
AAPL,14-10-2013,70.8628,True
AAPL,15-10-2013,71.2399,True
AAPL,16-10-2013,71.5876,True
AAPL,17-10-2013,72.0714,True
AAPL,18-10-2013,72.6985,True
AAPL,21-10-2013,74.4802,True
AAPL,22-10-2013,74.2667,True
AAPL,23-10-2013,74.9942,True
AAPL,24-10-2013,75.9871,True
AAPL,25-10-2013,75.1368,True
AAPL,28-10-2013,75.6965,True
AAPL,29-10-2013,73.8111,True
AAPL,30-10-2013,74.9851,True
AAPL,31-10-2013,74.6716,True
AAPL,01-11-2013,74.2899,True
AAPL,04-11-2013,75.2499,True
AAPL,05-11-2013,75.0641,True
AAPL,06-11-2013,74.4171,True
AAPL,07-11-2013,73.2131,True
AAPL,08-11-2013,74.3656,True
AAPL,11-11-2013,74.1496,True
AAPL,12-11-2013,74.2871,True
AAPL,13-11-2013,74.3762,True
AAPL,14-11-2013,75.4514,True
AAPL,15-11-2013,74.9986,True
AAPL,18-11-2013,74.0898,True
AAPL,19-11-2013,74.2214,True
AAPL,20-11-2013,73.5714,True
AAPL,21-11-2013,74.4479,True
AAPL,22-11-2013,74.2571,True
AAPL,25-11-2013,74.8199,True
AAPL,26-11-2013,76.1999,True
AAPL,27-11-2013,77.9942,True
AAPL,29-11-2013,79.4385,True
AAPL,02-12-2013,78.7471,True
AAPL,03-12-2013,80.9031,True
AAPL,04-12-2013,80.7142,True
AAPL,05-12-2013,81.1286,True
AAPL,06-12-2013,80.0028,True
AAPL,09-12-2013,80.9185,True
AAPL,10-12-2013,80.7928,True
AAPL,11-12-2013,80.1942,True
AAPL,12-12-2013,80.0771,True
AAPL,13-12-2013,79.2042,True
AAPL,16-12-2013,79.6428,True
AAPL,17-12-2013,79.2842,True
AAPL,18-12-2013,78.6813,True
AAPL,19-12-2013,77.7799,True
AAPL,20-12-2013,78.4314,True
AAPL,23-12-2013,81.4413,True
AAPL,24-12-2013,81.0956,True
AAPL,26-12-2013,80.5571,True
AAPL,27-12-2013,80.0128,True
AAPL,30-12-2013,79.2171,True
AAPL,31-12-2013,80.1456,True
AAPL,02-01-2014,79.0185,True
AAPL,03-01-2014,77.2828,True
AAPL,06-01-2014,77.7042,True
AAPL,07-01-2014,77.1481,True
AAPL,08-01-2014,77.6371,True
AAPL,09-01-2014,76.6455,True
AAPL,10-01-2014,76.1342,True
AAPL,13-01-2014,76.5328,True
AAPL,14-01-2014,78.0556,True
AAPL,15-01-2014,79.6228,True
AAPL,16-01-2014,79.1785,True
AAPL,17-01-2014,77.2385,True
AAPL,21-01-2014,78.4385,True
AAPL,22-01-2014,78.7871,True
AAPL,23-01-2014,79.4542,True
AAPL,24-01-2014,78.0099,True
AAPL,27-01-2014,78.6428,True
AAPL,28-01-2014,72.3571,True
AAPL,29-01-2014,71.5356,True
AAPL,30-01-2014,71.3974,True
AAPL,31-01-2014,71.5142,True
AAPL,03-02-2014,71.6471,True
AAPL,04-02-2014,72.6842,True
AAPL,05-02-2014,73.2271,True
AAPL,06-02-2014,73.2156,True
AAPL,07-02-2014,74.2399,True
AAPL,10-02-2014,75.5699,True
AAPL,11-02-2014,76.5656,True
AAPL,12-02-2014,76.5599,True
AAPL,13-02-2014,77.7756,True
AAPL,14-02-2014,77.7128,True
AAPL,18-02-2014,77.9985,True
AAPL,19-02-2014,76.7671,True
AAPL,20-02-2014,75.8785,True
AAPL,21-02-2014,75.0356,True
AAPL,24-02-2014,75.3642,True
AAPL,25-02-2014,74.5799,True
AAPL,26-02-2014,73.9071,True
AAPL,27-02-2014,75.3814,True
AAPL,28-02-2014,75.1771,True
AAPL,03-03-2014,75.3942,True
AAPL,04-03-2014,75.8914,True
AAPL,05-03-2014,76.0514,True
AAPL,06-03-2014,75.8214,True
AAPL,07-03-2014,75.7771,True
AAPL,10-03-2014,75.8456,True
AAPL,11-03-2014,76.5842,True
AAPL,12-03-2014,76.6585,True
AAPL,13-03-2014,75.8071,True
AAPL,14-03-2014,74.9556,True
AAPL,17-03-2014,75.2485,True
AAPL,18-03-2014,75.9142,True
AAPL,19-03-2014,75.8942,True
AAPL,20-03-2014,75.5285,True
AAPL,21-03-2014,76.1242,True
AAPL,24-03-2014,77.0271,True
AAPL,25-03-2014,77.8556,True
AAPL,26-03-2014,77.1114,True
AAPL,27-03-2014,76.7799,True
AAPL,28-03-2014,76.6942,True
AAPL,31-03-2014,76.6771,True
AAPL,01-04-2014,77.3785,True
AAPL,02-04-2014,77.5071,True
AAPL,03-04-2014,76.9699,True
AAPL,04-04-2014,75.9742,True
AAPL,07-04-2014,74.7814,True
AAPL,08-04-2014,74.7771,True
AAPL,09-04-2014,75.7599,True
AAPL,10-04-2014,74.7828,True
AAPL,11-04-2014,74.2299,True
AAPL,14-04-2014,74.5256,True
AAPL,15-04-2014,73.9942,True
AAPL,16-04-2014,74.1442,True
AAPL,17-04-2014,74.9914,True
AAPL,21-04-2014,75.8814,True
AAPL,22-04-2014,75.9569,True
AAPL,23-04-2014,74.9642,True
AAPL,24-04-2014,81.1099,True
AAPL,25-04-2014,81.7056,True
AAPL,28-04-2014,84.8699,True
AAPL,29-04-2014,84.6185,True
AAPL,30-04-2014,84.2985,True
AAPL,01-05-2014,84.4971,True
AAPL,02-05-2014,84.6542,True
AAPL,05-05-2014,85.8513,True
AAPL,06-05-2014,84.9156,True
AAPL,07-05-2014,84.6185,True
AAPL,08-05-2014,83.9985,True
AAPL,09-05-2014,83.6488,True
AAPL,12-05-2014,84.6899,True
AAPL,13-05-2014,84.8228,True
AAPL,14-05-2014,84.8385,True
AAPL,15-05-2014,84.1171,True
AAPL,16-05-2014,85.3585,True
AAPL,19-05-2014,86.3699,True
AAPL,20-05-2014,86.3871,True
AAPL,21-05-2014,86.6156,True
AAPL,22-05-2014,86.7528,True
AAPL,23-05-2014,87.7328,True
AAPL,27-05-2014,89.3756,True
AAPL,28-05-2014,89.1442,True
AAPL,29-05-2014,90.7685,True
AAPL,30-05-2014,90.4285,True
AAPL,02-06-2014,89.8071,True
AAPL,03-06-2014,91.0771,True
AAPL,04-06-2014,92.1171,True
AAPL,05-06-2014,92.4785,True
AAPL,06-06-2014,92.2242,True
AAPL,09-06-2014,93.7,True
AAPL,10-06-2014,94.25,True
AAPL,11-06-2014,93.86,True
AAPL,12-06-2014,92.29,True
AAPL,13-06-2014,91.28,True
AAPL,16-06-2014,92.2,True
AAPL,17-06-2014,92.08,True
AAPL,18-06-2014,92.18,True
AAPL,19-06-2014,91.86,True
AAPL,20-06-2014,90.91,True
AAPL,23-06-2014,90.83,True
AAPL,24-06-2014,90.28,True
AAPL,25-06-2014,90.36,True
AAPL,26-06-2014,90.9,True
AAPL,27-06-2014,91.98,True
AAPL,30-06-2014,92.93,True
AAPL,01-07-2014,93.52,True
AAPL,02-07-2014,93.48,True
AAPL,03-07-2014,94.03,True
AAPL,07-07-2014,95.968,True
AAPL,08-07-2014,95.35,True
AAPL,09-07-2014,95.39,True
AAPL,10-07-2014,95.035,True
AAPL,11-07-2014,95.22,True
AAPL,14-07-2014,96.45,True
AAPL,15-07-2014,95.32,True
AAPL,16-07-2014,94.78,True
AAPL,17-07-2014,93.0899,True
AAPL,18-07-2014,94.43,True
AAPL,21-07-2014,93.939,True
AAPL,22-07-2014,94.72,True
AAPL,23-07-2014,97.19,True
AAPL,24-07-2014,97.03,True
AAPL,25-07-2014,97.671,True
AAPL,28-07-2014,99.02,True
AAPL,29-07-2014,98.38,True
AAPL,30-07-2014,98.15,True
AAPL,31-07-2014,95.6,True
AAPL,01-08-2014,96.13,True
AAPL,04-08-2014,95.59,True
AAPL,05-08-2014,95.12,True
AAPL,06-08-2014,94.96,True
AAPL,07-08-2014,94.48,True
AAPL,08-08-2014,94.74,True
AAPL,11-08-2014,95.99,True
AAPL,12-08-2014,95.97,True
AAPL,13-08-2014,97.24,True
AAPL,14-08-2014,97.5,True
AAPL,15-08-2014,97.98,True
AAPL,18-08-2014,99.16,True
AAPL,19-08-2014,100.53,True
AAPL,20-08-2014,100.57,True
AAPL,21-08-2014,100.58,True
AAPL,22-08-2014,101.32,True
AAPL,25-08-2014,101.54,True
AAPL,26-08-2014,100.889,True
AAPL,27-08-2014,102.13,True
AAPL,28-08-2014,102.25,True
AAPL,29-08-2014,102.5,True
AAPL,02-09-2014,103.3,True
AAPL,03-09-2014,98.94,True
AAPL,04-09-2014,98.12,True
AAPL,05-09-2014,98.97,True
AAPL,08-09-2014,98.36,True
AAPL,09-09-2014,97.99,True
AAPL,10-09-2014,101.0,True
AAPL,11-09-2014,101.43,True
AAPL,12-09-2014,101.66,True
AAPL,15-09-2014,101.63,True
AAPL,16-09-2014,100.86,True
AAPL,17-09-2014,101.58,True
AAPL,18-09-2014,101.79,True
AAPL,19-09-2014,100.96,True
AAPL,22-09-2014,101.06,True
AAPL,23-09-2014,102.64,True
AAPL,24-09-2014,101.75,True
AAPL,25-09-2014,97.87,True
AAPL,26-09-2014,100.75,True
AAPL,29-09-2014,100.11,True
AAPL,30-09-2014,100.75,True
AAPL,01-10-2014,99.18,True
AAPL,02-10-2014,99.9,True
AAPL,03-10-2014,99.62,True
AAPL,06-10-2014,99.62,True
AAPL,07-10-2014,98.75,True
AAPL,08-10-2014,100.8,True
AAPL,09-10-2014,101.02,True
AAPL,10-10-2014,100.73,True
AAPL,13-10-2014,99.81,True
AAPL,14-10-2014,98.75,True
AAPL,15-10-2014,97.54,True
AAPL,16-10-2014,96.26,True
AAPL,17-10-2014,97.67,True
AAPL,20-10-2014,99.76,True
AAPL,21-10-2014,102.47,True
AAPL,22-10-2014,102.99,True
AAPL,23-10-2014,104.83,True
AAPL,24-10-2014,105.22,True
AAPL,27-10-2014,105.11,True
AAPL,28-10-2014,106.74,True
AAPL,29-10-2014,107.34,True
AAPL,30-10-2014,106.98,True
AAPL,31-10-2014,108.0,True
AAPL,03-11-2014,109.4,True
AAPL,04-11-2014,108.6,True
AAPL,05-11-2014,108.86,True
AAPL,06-11-2014,108.7,True
AAPL,07-11-2014,109.01,True
AAPL,10-11-2014,108.83,True
AAPL,11-11-2014,109.7,True
AAPL,12-11-2014,111.25,True
AAPL,13-11-2014,112.82,True
AAPL,14-11-2014,114.18,True
AAPL,17-11-2014,113.99,True
AAPL,18-11-2014,115.47,True
AAPL,19-11-2014,114.67,True
AAPL,20-11-2014,116.31,True
AAPL,21-11-2014,116.47,True
AAPL,24-11-2014,118.625,True
AAPL,25-11-2014,117.6,True
AAPL,26-11-2014,119.0,True
AAPL,28-11-2014,118.93,True
AAPL,01-12-2014,115.07,True
AAPL,02-12-2014,114.63,True
AAPL,03-12-2014,115.93,True
AAPL,04-12-2014,115.49,True
AAPL,05-12-2014,115.0,True
AAPL,08-12-2014,112.4,True
AAPL,09-12-2014,114.12,True
AAPL,10-12-2014,111.95,True
AAPL,11-12-2014,111.62,True
AAPL,12-12-2014,109.73,True
AAPL,15-12-2014,108.225,True
AAPL,16-12-2014,106.745,True
AAPL,17-12-2014,109.41,True
AAPL,18-12-2014,112.65,True
AAPL,19-12-2014,111.78,True
AAPL,22-12-2014,112.94,True
AAPL,23-12-2014,112.54,True
AAPL,24-12-2014,112.01,True
AAPL,26-12-2014,113.99,True
AAPL,29-12-2014,113.91,True
AAPL,30-12-2014,112.52,True
AAPL,31-12-2014,110.38,True
AAPL,02-01-2015,109.33,True
AAPL,05-01-2015,106.25,True
AAPL,06-01-2015,106.26,True
AAPL,07-01-2015,107.75,True
AAPL,08-01-2015,111.89,True
AAPL,09-01-2015,112.01,True
AAPL,12-01-2015,109.25,True
AAPL,13-01-2015,110.22,True
AAPL,14-01-2015,109.8,True
AAPL,15-01-2015,106.82,True
AAPL,16-01-2015,105.99,True
AAPL,20-01-2015,108.72,True
AAPL,21-01-2015,109.55,True
AAPL,22-01-2015,112.4,True
AAPL,23-01-2015,112.98,True
AAPL,26-01-2015,113.1,True
AAPL,27-01-2015,109.14,True
AAPL,28-01-2015,115.31,True
AAPL,29-01-2015,118.9,True
AAPL,30-01-2015,117.16,True
AAPL,02-02-2015,118.63,True
AAPL,03-02-2015,118.65,True
AAPL,04-02-2015,119.56,True
AAPL,05-02-2015,119.94,True
AAPL,06-02-2015,118.93,True
AAPL,09-02-2015,119.72,True
AAPL,10-02-2015,122.02,True
AAPL,11-02-2015,124.88,True
AAPL,12-02-2015,126.46,True
AAPL,13-02-2015,127.08,True
AAPL,17-02-2015,127.83,True
AAPL,18-02-2015,128.715,True
AAPL,19-02-2015,128.45,True
AAPL,20-02-2015,129.495,True
AAPL,23-02-2015,133.0,True
AAPL,24-02-2015,132.17,True
AAPL,25-02-2015,128.79,True
AAPL,26-02-2015,130.415,True
AAPL,27-02-2015,128.46,True
AAPL,02-03-2015,129.09,True
AAPL,03-03-2015,129.36,True
AAPL,04-03-2015,128.54,True
AAPL,05-03-2015,126.41,True
AAPL,06-03-2015,126.6,True
AAPL,09-03-2015,127.14,True
AAPL,10-03-2015,124.51,True
AAPL,11-03-2015,122.24,True
AAPL,12-03-2015,124.45,True
AAPL,13-03-2015,123.59,True
AAPL,16-03-2015,124.95,True
AAPL,17-03-2015,127.04,True
AAPL,18-03-2015,128.47,True
AAPL,19-03-2015,127.495,True
AAPL,20-03-2015,125.9,True
AAPL,23-03-2015,127.21,True
AAPL,24-03-2015,126.69,True
AAPL,25-03-2015,123.38,True
AAPL,26-03-2015,124.24,True
AAPL,27-03-2015,123.25,True
AAPL,30-03-2015,126.37,True
AAPL,31-03-2015,124.43,True
AAPL,01-04-2015,124.25,True
AAPL,02-04-2015,125.32,True
AAPL,06-04-2015,127.35,True
AAPL,07-04-2015,126.01,True
AAPL,08-04-2015,125.6,True
AAPL,09-04-2015,126.56,True
AAPL,10-04-2015,127.1,True
AAPL,13-04-2015,126.85,True
AAPL,14-04-2015,126.3,True
AAPL,15-04-2015,126.78,True
AAPL,16-04-2015,126.17,True
AAPL,17-04-2015,124.75,True
AAPL,20-04-2015,127.6,True
AAPL,21-04-2015,126.91,True
AAPL,22-04-2015,128.62,True
AAPL,23-04-2015,129.67,True
AAPL,24-04-2015,130.28,True
AAPL,27-04-2015,132.65,True
AAPL,28-04-2015,130.56,True
AAPL,29-04-2015,128.64,True
AAPL,30-04-2015,125.15,True
AAPL,01-05-2015,128.95,True
AAPL,04-05-2015,128.7,True
AAPL,05-05-2015,125.8,True
AAPL,06-05-2015,125.01,True
AAPL,07-05-2015,125.26,True
AAPL,08-05-2015,127.62,True
AAPL,11-05-2015,126.32,True
AAPL,12-05-2015,125.865,True
AAPL,13-05-2015,126.01,True
AAPL,14-05-2015,128.95,True
AAPL,15-05-2015,128.77,True
AAPL,18-05-2015,130.19,True
AAPL,19-05-2015,130.07,True
AAPL,20-05-2015,130.06,True
AAPL,21-05-2015,131.39,True
AAPL,22-05-2015,132.54,True
AAPL,26-05-2015,129.62,True
AAPL,27-05-2015,132.045,True
AAPL,28-05-2015,131.78,True
AAPL,29-05-2015,130.28,True
AAPL,01-06-2015,130.535,True
AAPL,02-06-2015,129.96,True
AAPL,03-06-2015,130.12,True
AAPL,04-06-2015,129.36,True
AAPL,05-06-2015,128.65,True
AAPL,08-06-2015,127.8,True
AAPL,09-06-2015,127.42,True
AAPL,10-06-2015,128.88,True
AAPL,11-06-2015,128.59,True
AAPL,12-06-2015,127.17,True
AAPL,15-06-2015,126.92,True
AAPL,16-06-2015,127.6,True
AAPL,17-06-2015,127.3,True
AAPL,18-06-2015,127.88,True
AAPL,19-06-2015,126.6,True
AAPL,22-06-2015,127.61,True
AAPL,23-06-2015,127.03,True
AAPL,24-06-2015,128.11,True
AAPL,25-06-2015,127.5,True
AAPL,26-06-2015,126.75,True
AAPL,29-06-2015,124.53,True
AAPL,30-06-2015,125.425,True
AAPL,01-07-2015,126.6,True
AAPL,02-07-2015,126.44,True
AAPL,06-07-2015,126.0,True
AAPL,07-07-2015,125.69,True
AAPL,08-07-2015,122.57,True
AAPL,09-07-2015,120.07,True
AAPL,10-07-2015,123.28,True
AAPL,13-07-2015,125.66,True
AAPL,14-07-2015,125.61,True
AAPL,15-07-2015,126.82,True
AAPL,16-07-2015,128.51,True
AAPL,17-07-2015,129.62,True
AAPL,20-07-2015,132.07,True
AAPL,21-07-2015,130.75,True
AAPL,22-07-2015,125.22,True
AAPL,23-07-2015,125.16,True
AAPL,24-07-2015,124.5,True
AAPL,27-07-2015,122.77,True
AAPL,28-07-2015,123.38,True
AAPL,29-07-2015,122.99,True
AAPL,30-07-2015,122.37,True
AAPL,31-07-2015,121.3,True
AAPL,03-08-2015,118.44,True
AAPL,04-08-2015,114.64,True
AAPL,05-08-2015,115.4,True
AAPL,06-08-2015,115.13,True
AAPL,07-08-2015,115.52,True
AAPL,10-08-2015,119.72,True
AAPL,11-08-2015,113.49,True
AAPL,12-08-2015,115.24,True
AAPL,13-08-2015,115.15,True
AAPL,14-08-2015,115.96,True
AAPL,17-08-2015,117.16,True
AAPL,18-08-2015,116.5,True
AAPL,19-08-2015,115.01,True
AAPL,20-08-2015,112.65,True
AAPL,21-08-2015,105.76,True
AAPL,24-08-2015,103.12,True
AAPL,25-08-2015,103.74,True
AAPL,26-08-2015,109.69,True
AAPL,27-08-2015,112.92,True
AAPL,28-08-2015,113.29,True
AAPL,31-08-2015,112.76,True
AAPL,01-09-2015,107.72,True
AAPL,02-09-2015,112.34,True
AAPL,03-09-2015,110.37,True
AAPL,04-09-2015,109.27,True
AAPL,08-09-2015,112.31,True
AAPL,09-09-2015,110.15,True
AAPL,10-09-2015,112.57,True
AAPL,11-09-2015,114.21,True
AAPL,14-09-2015,115.31,True
AAPL,15-09-2015,116.28,True
AAPL,16-09-2015,116.41,True
AAPL,17-09-2015,113.92,True
AAPL,18-09-2015,113.45,True
AAPL,21-09-2015,115.21,True
AAPL,22-09-2015,113.4,True
AAPL,23-09-2015,114.32,True
AAPL,24-09-2015,115.0,True
AAPL,25-09-2015,114.71,True
AAPL,28-09-2015,112.44,True
AAPL,29-09-2015,109.06,True
AAPL,30-09-2015,110.3,True
AAPL,01-10-2015,109.58,True
AAPL,02-10-2015,110.38,True
AAPL,05-10-2015,110.78,True
AAPL,06-10-2015,111.31,True
AAPL,07-10-2015,110.78,True
AAPL,08-10-2015,109.5,True
AAPL,09-10-2015,112.12,True
AAPL,12-10-2015,111.6,True
AAPL,13-10-2015,111.79,True
AAPL,14-10-2015,110.21,True
AAPL,15-10-2015,111.86,True
AAPL,16-10-2015,111.04,True
AAPL,19-10-2015,111.73,True
AAPL,20-10-2015,113.77,True
AAPL,21-10-2015,113.76,True
AAPL,22-10-2015,115.5,True
AAPL,23-10-2015,119.08,True
AAPL,26-10-2015,115.28,True
AAPL,27-10-2015,114.55,True
AAPL,28-10-2015,119.27,True
AAPL,29-10-2015,120.53,True
AAPL,30-10-2015,119.5,True
AAPL,02-11-2015,121.18,True
AAPL,03-11-2015,122.57,True
AAPL,04-11-2015,122.0,True
AAPL,05-11-2015,120.92,True
AAPL,06-11-2015,121.06,True
AAPL,09-11-2015,120.57,True
AAPL,10-11-2015,116.77,True
AAPL,11-11-2015,116.11,True
AAPL,12-11-2015,115.72,True
AAPL,13-11-2015,112.34,True
AAPL,16-11-2015,114.175,True
AAPL,17-11-2015,113.69,True
AAPL,18-11-2015,117.29,True
AAPL,19-11-2015,118.78,True
AAPL,20-11-2015,119.3,True
AAPL,23-11-2015,117.75,True
AAPL,24-11-2015,118.88,True
AAPL,25-11-2015,118.03,True
AAPL,27-11-2015,117.81,True
AAPL,30-11-2015,118.3,True
AAPL,01-12-2015,117.34,True
AAPL,02-12-2015,116.28,True
AAPL,03-12-2015,115.2,True
AAPL,04-12-2015,119.03,True
AAPL,07-12-2015,118.28,True
AAPL,08-12-2015,118.23,True
AAPL,09-12-2015,115.62,True
AAPL,10-12-2015,116.17,True
AAPL,11-12-2015,113.18,True
AAPL,14-12-2015,112.48,True
AAPL,15-12-2015,110.49,True
AAPL,16-12-2015,111.34,True
AAPL,17-12-2015,108.98,True
AAPL,18-12-2015,106.03,True
AAPL,21-12-2015,107.33,True
AAPL,22-12-2015,107.23,True
AAPL,23-12-2015,108.61,True
AAPL,24-12-2015,108.03,True
AAPL,28-12-2015,106.82,True
AAPL,29-12-2015,108.74,True
AAPL,30-12-2015,107.32,True
AAPL,31-12-2015,105.26,True
AAPL,04-01-2016,105.35,True
AAPL,05-01-2016,102.71,True
AAPL,06-01-2016,100.7,True
AAPL,07-01-2016,96.45,True
AAPL,08-01-2016,96.96,True
AAPL,11-01-2016,98.53,True
AAPL,12-01-2016,99.96,True
AAPL,13-01-2016,97.39,True
AAPL,14-01-2016,99.52,True
AAPL,15-01-2016,97.13,True
AAPL,19-01-2016,96.66,True
AAPL,20-01-2016,96.79,True
AAPL,21-01-2016,96.3,True
AAPL,22-01-2016,101.42,True
AAPL,25-01-2016,99.44,True
AAPL,26-01-2016,99.99,True
AAPL,27-01-2016,93.42,True
AAPL,28-01-2016,94.09,True
AAPL,29-01-2016,97.34,True
AAPL,01-02-2016,96.43,True
AAPL,02-02-2016,94.48,True
AAPL,03-02-2016,96.35,True
AAPL,04-02-2016,96.6,True
AAPL,05-02-2016,94.02,True
AAPL,08-02-2016,95.01,True
AAPL,09-02-2016,94.99,True
AAPL,10-02-2016,94.27,True
AAPL,11-02-2016,93.7,True
